Bruiseweed,"POINT(-770.698 -45)",3,Silverpine Forest Ambermill,
Dwarven Brazier,"POINT(903.203 -4943.86)",8,Dun Morogh,
Silver Vein,"POINT(3406 -1911)",3,Arathi Highlands Witherbark Village,
Bruiseweed,"POINT(2387 -2650)",3,Wetlands Dun Modr,
Wooden Chair,"POINT(546.09 -5604.55)",7,Dun Morogh Kharanos,
Dwarven Brazier,"POINT(906.237 -4967.48)",8,Dun Morogh,
Silverleaf,"POINT(-8666 -3336.02)",3,Durotar,
Silver Vein,"POINT(2262 -698)",3,Arathi Highlands,
Gold Vein,"POINT(1072.68 -1373.79)",3,Hillsbrad Foothills Eastern Strand,
Peacebloom,"POINT(-950.241 -159.638)",3,Silverpine Forest Ambermill,
G_Pumpkin_03,"POINT(1150 -10516)",5,Duskwood Darkshire,
Bruiseweed,"POINT(4021 -5323)",3,Loch Modan,
Waterlogged Footlocker,"POINT(-14917.2 382.42)",3,Ashenvale The Zoram Strand,
Dwarven Fire,"POINT(525.323 -5608.52)",8,Dun Morogh Kharanos,
G_Pumpkin_03,"POINT(1148.91 -10553)",5,Duskwood Darkshire,
Silver Vein,"POINT(1103 605.743)",3,Alterac Mountains,
Silverleaf,"POINT(-8682 -3349.38)",3,Durotar,
Deepmoss Eggs,"POINT(-14724.8 -2155.09)",3,Stonetalon Mountains Mirkfallon Lake,
Iron Deposit,"POINT(3378 -804)",3,Arathi Highlands Circle of East Binding,
G_HangingSkeleton_01,"POINT(-26.996 -9469.81)",5,Elwynn Forest Goldshire,
Silverleaf,"POINT(-10635.9 -5022.66)",3,The Barrens The Stagnant Oasis,
G_Pumpkin_03,"POINT(-232.839 2249.57)",5,Tirisfal Glades Brill,
Wooden Chair,"POINT(-9210.98 -7290.16)",7,Dustwallow Marsh Theramore Isle,
G_Ghost_01,"POINT(3552.06 -891.533)",5,Arathi Highlands Hammerfall,
Silverleaf,"POINT(-8984.92 -4176.94)",3,Durotar,
Silverleaf,"POINT(-765.762 1982.28)",3,Tirisfal Glades,
Bruiseweed,"POINT(1980 -747)",3,Arathi Highlands Northfold Manor,
Iron Deposit,"POINT(428 1076.08)",3,Alterac Mountains Dandred's Fold,
Peacebloom,"POINT(-1120.39 2080.8)",3,Tirisfal Glades Nightmare Vale,
Copper Vein,"POINT(-1994.56 -10544)",3,Westfall Alexston Farmstead,
Elders' Square Postbox,"POINT(16040.7 -8404.18)",1,Stratholme,
Silverleaf,"POINT(-972.299 -9596)",3,Elwynn Forest,
Bruiseweed,"POINT(3148 -9793)",3,Redridge Mountains Render's Valley,
Iron Deposit,"POINT(730 763.297)",3,Alterac Mountains Crushridge Hold,
Wooden Chair,"POINT(863.046 -4847.42)",7,Dun Morogh,
Terrordale Haunting Spirit,"POINT(2872.85 3000.06)",8,Eastern Plaguelands Terrordale,
Silverleaf,"POINT(-10497 -3775)",3,The Barrens Thorn Hill,
Ironforge Auction house,"POINT(907.095 -4962)",5,Dun Morogh,
Rookery Egg,"POINT(13038.3 3197.4)",6,Blackrock Spire,
Silverleaf,"POINT(-877.588 1418.89)",3,Silverpine Forest,
Iron Deposit,"POINT(643 1206.69)",3,Alterac Mountains The Uplands,
Sagefish School,"POINT(-13084.6 -1025.9)",25,Ashenvale Astranaar,
Bruiseweed,"POINT(-14559.9 7.23999)",3,Ashenvale The Zoram Strand,
Silverleaf,"POINT(-8635.58 -2467.18)",3,Durotar Bladefist Bay,
Silver Vein,"POINT(1615 -1849)",3,Arathi Highlands Stromgarde Keep,
Silverleaf,"POINT(-8808 -4214)",3,Durotar,
Truesilver Deposit,"POINT(3152 -7195)",3,Badlands Mirage Flats,
School of Fish,"POINT(334.969 -8306.6)",25,Elwynn Forest,
Earthroot,"POINT(3104 -5612)",3,Loch Modan Grizzlepaw Ridge,
Silverleaf,"POINT(-8789 -4231)",3,Durotar,
Dwarven Brazier,"POINT(916.317 -4858.64)",8,Dun Morogh,
Silverleaf,"POINT(-11199.4 -3662.61)",3,The Barrens,
Barim's Reagents,"POINT(885.149 -4871.01)",5,Dun Morogh,
Silverleaf,"POINT(-12962.5 -5403.28)",3,Mulgore The Golden Plains,
Iron Deposit,"POINT(212 -13)",3,Alterac Mountains Gavin's Naze,
Silverleaf,"POINT(-11191 -3694)",3,The Barrens,
Bat01,"POINT(2188.49 -6695.44)",5,Badlands Kargath,
Chair,"POINT(1412.58 2817.67)",7,Western Plaguelands Hearthglen,
Purple Lotus,"POINT(-8408 -534.26)",3,Azshara Ruins of Eldarath ,
Argent Dawn Banner,"POINT(5283.31 2272.14)",5,Eastern Plaguelands Light's Hope Chapel,
Silverleaf,"POINT(-11097 -3690)",3,The Barrens,
Hanging Tall/Thin Large,"POINT(837.566 -3705.14)",5,Wetlands Menethil Harbor,
G_HangingSkeleton_01,"POINT(-14911.9 -3450.23)",5,Desolace Nijel's Point,
Dwarven Brazier,"POINT(918.296 -4941.36)",8,Dun Morogh,
G_Ghost_01,"POINT(-11749.6 -6013.35)",5,The Barrens Camp Taurajo,
Dwarven Brazier,"POINT(900.843 -4960.7)",8,Dun Morogh,
Standing Medium Exterior,"POINT(-9355.91 -2021.51)",5,Orgrimmar,
Fadeleaf,"POINT(1443 513.082)",3,Alterac Mountains Chillwind Point,
Bruiseweed,"POINT(3966 -5299)",3,Loch Modan,
Gold Vein,"POINT(716 596.167)",3,Alterac Mountains Gallows' Corner,
Silverleaf,"POINT(-11424 -4000)",3,The Barrens Shrine of the Fallen Warrior,
Gold Vein,"POINT(3294 -6992)",3,Badlands Agmond's End,
Iron Deposit,"POINT(3415 -1321)",3,Arathi Highlands,
Lard's Picnic Basket,"POINT(4826.95 408.8)",10,The Hinterlands The Overlook Cliffs,
Silverleaf,"POINT(-13120.1 -4523.66)",3,Mulgore The Golden Plains,
Peacebloom,"POINT(-11724.7 -5871.67)",3,The Barrens Agama'gor,
Arthas' Tears,"POINT(1115.76 1811.75)",3,Western Plaguelands Felstone Field,
Mailbox,"POINT(-427.748 -8637.48)",19,Stormwind City,
Silverleaf,"POINT(-368.281 678.316)",3,Silverpine Forest Fenris Isle,
Silverleaf,"POINT(-12887 3471.84)",3,Darkshore Tower of Althalaxx,
Gold Vein,"POINT(496 1235.27)",3,Alterac Mountains Dandred's Fold,
Bruiseweed,"POINT(2840 -9496)",3,Redridge Mountains Lake Everstill,
Brazier of the Herald,"POINT(15428.8 -10486.4)",1,Scholomance,
Silverleaf,"POINT(-12846 3479.56)",3,Darkshore Tower of Althalaxx,
Silverleaf,"POINT(-13101 3611.33)",3,Darkshore,
Bruiseweed,"POINT(1252.41 -10765.3)",3,Duskwood Darkshire,
Waterlogged Footlocker,"POINT(-14906.3 -158.68)",3,Ashenvale The Zoram Strand,
Silverleaf,"POINT(3414 -5147)",3,Loch Modan,
HangingSkullLight01,"POINT(-11095.6 -1356.94)",5,Ashenvale Splintertree Post,
Short Wooden Seat,"POINT(13140.9 -4681.9)",7,Uldaman,
HangingSkullLight02,"POINT(-14175.4 2740.51)",5,Darkshore Auberdine,
Silver Vein,"POINT(-718.324 1216.14)",3,Silverpine Forest Lordamere Lake,
Briarthorn,"POINT(-10867.1 -4961.8)",3,The Barrens The Stagnant Oasis,
Silverleaf,"POINT(-12831 3443.68)",3,Darkshore Tower of Althalaxx,
Silverleaf,"POINT(-12812 3472.52)",3,Darkshore Tower of Althalaxx,
Mechanic Stool,"POINT(2122.94 373.409)",7,The Hinterlands Wildhammer Keep,
Truesilver Deposit,"POINT(2709 -6936)",3,Badlands Mirage Flats,
Terrordale Haunting Spirit,"POINT(3054.83 2967.11)",8,Eastern Plaguelands Plaguewood,
Chair,"POINT(1401.91 2824.89)",7,Western Plaguelands Hearthglen,
Wooden Chair,"POINT(864.475 -4845.32)",7,Dun Morogh,
Silver Vein,"POINT(3145 -3027)",3,Wetlands Raptor Ridge,
Silverleaf,"POINT(-9344 -4432)",3,Durotar Valley of Trials,
Mageroyal,"POINT(-1723.78 -10169)",3,Westfall,
Iron Deposit,"POINT(678 658.38)",3,Alterac Mountains Crushridge Hold,
Earthroot,"POINT(-8649.5 -3456.98)",3,Durotar,
Cluster Launcher,"POINT(-11447.7 3924.71)",8,Moonglade,
Firework Launcher,"POINT(-236.442 1637.5)",8,Tirisfal Glades Ruins of Lordaeron,
Keg of Shindigger Stout,"POINT(1251.33 -1302.09)",3,Hillsbrad Foothills Dun Garok,
Terrordale Haunting Spirit,"POINT(2887.48 3050.04)",8,Eastern Plaguelands Terrordale,
Anvil,"POINT(549.719 -5608.21)",8,Dun Morogh Kharanos,
Lumber Pile,"POINT(-10358.5 -1354.13)",3,Ashenvale Warsong Lumber Camp,
Mithril Deposit,"POINT(2234 -7229)",3,Badlands Camp Cagg,
Bruiseweed,"POINT(-14197.8 917.48)",3,Darkshore The Master's Glaive,
Truesilver Deposit,"POINT(1276 -6653)",3,Searing Gorge,
Mageroyal,"POINT(-11362 -4954)",3,The Barrens,
Copper Vein,"POINT(-13969.4 3492.98)",3,Darkshore Mist's Edge,
Roaring Flame,"POINT(13123.4 -10954.7)",6,Alterac Valley,
Dreamfoil,"POINT(794.508 -8012.43)",3,Burning Steppes Draco'dar,
Bat01,"POINT(907.134 -26.5694)",5,Hillsbrad Foothills Tarren Mill,
Silverleaf,"POINT(-13191.1 -5351.36)",3,Mulgore The Golden Plains,
Bruiseweed,"POINT(-13903.9 -926.09)",3,Ashenvale The Shrine of Aessina,
Truesilver Deposit,"POINT(611 628.553)",3,Alterac Mountains Crushridge Hold,
Mageroyal,"POINT(-11659 -4797)",3,The Barrens Lushwater Oasis,
Tin Vein,"POINT(1084 -1442)",3,Hillsbrad Foothills Eastern Strand,
Silverleaf,"POINT(-9074 -3495.5)",3,Durotar Razormane Grounds,
SkullCandle01,"POINT(1108.21 -10554.7)",5,Duskwood Darkshire,
Dwarven Brazier,"POINT(895.247 -4916.48)",8,Dun Morogh,
Peacebloom,"POINT(-11350 -5876)",3,The Barrens Southern Barrens,
Gold Vein,"POINT(4630 183.248)",3,The Hinterlands The Overlook Cliffs,
Bruiseweed,"POINT(-10307 -9455)",3,Thousand Needles,
Silverleaf,"POINT(-1293.21 -9815)",3,Westfall Furlbrow's Pumpkin Farm,
Bruiseweed,"POINT(115 -10722)",3,Duskwood,
Dark Iron Deposit,"POINT(15807.5 -12638.8)",3,Blackrock Depths,
Bruiseweed,"POINT(359 774.72)",3,Alterac Mountains Ruins of Alterac,
Iron Deposit,"POINT(1084 -1442)",3,Hillsbrad Foothills Eastern Strand,
Silverleaf,"POINT(3547 -5170)",3,Loch Modan,
Cat Figurine,"POINT(-12675.9 3987.91)",3,Darkshore Ruins of Mathystra,
Sapphire of Aku'Mai,"POINT(-14609.5 626.23)",3,Darkshore Twilight Shore,
Mithril Deposit,"POINT(2415 -7395)",3,Badlands Camp Cagg,
Room 5 Rune,"POINT(13119.7 3355.7)",1,Blackrock Spire,
Bruiseweed,"POINT(-14046.6 -3127.22)",3,Stonetalon Mountains Webwinder Path,
Silverleaf,"POINT(-1046.19 -11041)",3,Westfall The Dust Plains,
Iron Deposit,"POINT(-15865.2 -5268)",3,Desolace,
Pile of Bones,"POINT(3223.05 1823.12)",5,Eastern Plaguelands The Marris Stead,
Silverleaf,"POINT(-12526 -6066)",3,Mulgore,
Silverleaf,"POINT(-12514 -6035)",3,Mulgore,
SkullCandle01,"POINT(-241.181 2290.09)",5,Tirisfal Glades Brill,
Peacebloom,"POINT(-646.112 1691.54)",3,Tirisfal Glades,
Dark Iron Deposit,"POINT(15889.1 -12261.1)",3,Blackrock Depths,
Silverleaf,"POINT(-12597 -6057)",3,Mulgore,
Silverleaf,"POINT(-9487.56 -2425.36)",3,Durotar Rocktusk Farm,
Silverleaf,"POINT(-1107.51 2294.69)",3,Tirisfal Glades,
Door Lever,"POINT(13191.4 -8599.61)",1,Deadmines,
Silverleaf,"POINT(-323.909 2667.91)",3,Tirisfal Glades Garren's Haunt,
Silver Vein,"POINT(2096 -1783)",3,Arathi Highlands,
Fadeleaf,"POINT(3316 65.96)",3,The Hinterlands Valorwind Lake,
Liferoot,"POINT(2048.49 -2925.42)",3,Wetlands,
Silverleaf,"POINT(2836.63 -4694.24)",3,Loch Modan Silver Stream Mine,
Blackwood Nut Stores,"POINT(-13216.7 3190.7)",3,Darkshore Cliffspring River,
Bruiseweed,"POINT(-129.167 -11141)",3,Duskwood Addle's Stead,
Silverleaf,"POINT(-8990 -4478)",3,Durotar,
Copper Vein,"POINT(-12609.3 4225.12)",3,Darkshore,
Mageroyal,"POINT(-14019.6 -372.91)",3,Ashenvale,
Silverleaf,"POINT(-11604.3 -4845.9)",3,The Barrens Lushwater Oasis,
Gold Vein,"POINT(3717 -6625)",3,Badlands Dustwind Gulch,
Peacebloom,"POINT(-930.534 -10363.9)",3,Westfall,
Gold Vein,"POINT(2258 -1615)",3,Arathi Highlands Circle of Inner Binding,
Silverleaf,"POINT(208.554 -9308.64)",3,Elwynn Forest Crystal Lake,
Silverleaf,"POINT(-8852 -2247.48)",3,Durotar Skull Rock,
Bruiseweed,"POINT(4015 -5548)",3,Loch Modan,
Etched Note,"POINT(785.764 -5095.45)",9,Dun Morogh Gates of Ironforge,
Briarthorn,"POINT(-1273.56 -11017.3)",3,Westfall Moonbrook,
Bruiseweed,"POINT(-261.426 -310)",3,Hillsbrad Foothills Hillsbrad Fields,
Briarthorn,"POINT(13184.7 -6720.06)",3,Razorfen Kraul,
Bruiseweed,"POINT(1979 -744)",3,Arathi Highlands Northfold Manor,
Silverleaf,"POINT(2761.29 -5229.47)",3,Loch Modan,
Silverleaf,"POINT(-9100 -4482)",3,Durotar,
Brazier,"POINT(780.974 -5083.85)",8,Dun Morogh Gates of Ironforge,
Mithril Deposit,"POINT(3206 -6681)",3,Badlands Valley of Fangs,
Silverleaf,"POINT(-13319 -4523)",3,Mulgore,
Bat01,"POINT(-14922.8 -3433.99)",5,Desolace Nijel's Point,
Food Crate,"POINT(-1908.65 -11089.9)",3,Westfall Demont's Place,
SkullCandle01,"POINT(831.83 -3803.05)",5,Wetlands Menethil Harbor,
Silverleaf,"POINT(-1929.57 1109.5)",3,Silverpine Forest The Skittering Dark,
Peacebloom,"POINT(-9460.95 -2969.38)",3,Durotar Tor'kren Farm,
G_Pumpkin_03,"POINT(-11059.7 -4085.37)",5,The Barrens The Crossroads,
Silverleaf,"POINT(-13787.5 3443.66)",3,Darkshore Mist's Edge,
G_Pumpkin_03,"POINT(948.883 -45.8715)",5,Hillsbrad Foothills Tarren Mill,
Iron Deposit,"POINT(1060 656.02)",3,Alterac Mountains,
Silverleaf,"POINT(-11620 -4866)",3,The Barrens Lushwater Oasis,
Gloom Weed,"POINT(-1114.61 2156.37)",3,Tirisfal Glades Nightmare Vale,
G_HangingSkeleton_01,"POINT(1167.07 -10525.5)",5,Duskwood Darkshire,
Silverleaf,"POINT(-12507 -5871)",3,Mulgore,
Fadeleaf,"POINT(3048 -1101)",3,Arathi Highlands,
Silverleaf,"POINT(-12822 -6084)",3,Mulgore,
Silverleaf,"POINT(-11665 -4663)",3,The Barrens Lushwater Oasis,
Firecrackers,"POINT(-15885.4 6213.19)",10,Darnassus Tradesmen's Terrace,
Bruiseweed,"POINT(-13192 -3783)",3,Stonetalon Mountains Camp Aparaje,
Gold Vein,"POINT(978 575.451)",3,Alterac Mountains,
Wooden Bench,"POINT(5404.57 1760.03)",7,Eastern Plaguelands Tyr's Hand,
Silverleaf,"POINT(-11587 -4583)",3,The Barrens Lushwater Oasis,
Silverleaf,"POINT(-504.721 2667.72)",3,Tirisfal Glades Garren's Haunt,
Wooden Chair,"POINT(2085.68 334.076)",7,The Hinterlands Wildhammer Keep,
Peacebloom,"POINT(-738.43 1729.3)",3,Tirisfal Glades,
Silverleaf,"POINT(-13866.5 965.45)",3,Darkshore Twilight Vale,
Peacebloom,"POINT(-11892 -6164)",3,The Barrens Southern Barrens,
Silverleaf,"POINT(-8517 -3732)",3,Durotar Scuttle Coast,
Silverleaf,"POINT(-11527 -4880)",3,The Barrens Lushwater Oasis,
Bat01,"POINT(2193.15 -6692.61)",5,Badlands Kargath,
Truesilver Deposit,"POINT(730 763.297)",3,Alterac Mountains Crushridge Hold,
Bruiseweed,"POINT(-12178.5 -1377.07)",3,Ashenvale Greenpaw Village,
Silverleaf,"POINT(-8703.51 -2508.08)",3,Durotar,
Battered Footlocker,"POINT(1362.59 -516.654)",3,Hillsbrad Foothills Durnholde Keep,
G_Pumpkin_03,"POINT(985.385 -4922.04)",5,Dun Morogh,
Bruiseweed,"POINT(-11850 -7562)",3,The Barrens Blackthorn Ridge,
Bat01,"POINT(3496.46 -972.927)",5,Arathi Highlands Hammerfall,
Silverleaf,"POINT(-13067 3349.3)",3,Darkshore,
Gold Vein,"POINT(3063.91 -10678)",3,Blasted Lands,
Silverleaf,"POINT(-9484 -4176)",3,Durotar Valley of Trials,
Silverleaf,"POINT(-9471 -4204)",3,Durotar Valley of Trials,
Feast Fruit,"POINT(-828.115 -9083.82)",3,Stormwind City,
Peacebloom,"POINT(-430.121 2004.82)",3,Tirisfal Glades,
Peacebloom,"POINT(-13778.8 2776.53)",3,Darkshore,
Forge,"POINT(428.925 -5579.04)",8,Dun Morogh Kharanos,
Small Lockbox,"POINT(1314.18 1412.98)",3,Western Plaguelands Ruins of Andorhal,
Gold Vein,"POINT(1070 751.115)",3,Alterac Mountains,
Basin of Holy Water,"POINT(5422.54 1796.55)",3,Eastern Plaguelands Tyr's Hand,
Gnomeregan,"POINT(483.056 -5262.73)",5,Dun Morogh,
Purple Lotus,"POINT(-8822 -365.67)",3,Azshara Ruins of Eldarath ,
Silverleaf,"POINT(-10693 -5274)",3,The Barrens,
Standing small Interior,"POINT(-16209.3 6226.71)",5,Darnassus,
Silverleaf,"POINT(-11694.4 -4542.31)",3,The Barrens Lushwater Oasis,
Silver Vein,"POINT(2222 -971)",3,Arathi Highlands,
Truesilver Deposit,"POINT(2349 -6807)",3,Badlands Apocryphan's Rest,
Fadeleaf,"POINT(2573.61 -10518.9)",3,Swamp of Sorrows Itharius's Cave,
Silverleaf,"POINT(3500 -5100)",3,Loch Modan,
Gold Vein,"POINT(2596 -7256)",3,Badlands,
Dented Footlocker,"POINT(1368.35 -6752.12)",3,Searing Gorge The Cauldron,
Bruiseweed,"POINT(-10863 -5826)",3,The Barrens Bramblescar,
Silver Vein,"POINT(527 1245.98)",3,Alterac Mountains The Uplands,
Gold Vein,"POINT(2138 -1160)",3,Arathi Highlands Boulder'gor,
Food Crate,"POINT(-9422.19 -6003.25)",3,Dustwallow Marsh Dreadmurk Shore,
Ironforge,"POINT(484.306 -5263.36)",5,Dun Morogh,
Loch Modan,"POINT(483.697 -5264.58)",5,Dun Morogh,
Mithril Deposit,"POINT(2729 -7179)",3,Badlands Mirage Flats,
Kharanos,"POINT(483.682 -5264.51)",5,Dun Morogh,
Silverleaf,"POINT(-14105 953.19)",3,Darkshore The Master's Glaive,
Silverleaf,"POINT(505.002 -5229.98)",3,Dun Morogh,
Bruiseweed,"POINT(-10293 -2052.13)",3,Ashenvale Demon Fall Canyon,
Gold Vein,"POINT(2449 -1819)",3,Arathi Highlands,
Plaguebloom,"POINT(4339.93 1744.66)",3,Eastern Plaguelands Lake Mereldar,
Iron Deposit,"POINT(675 710.201)",3,Alterac Mountains Crushridge Hold,
The Great Ossuary,"POINT(15347.6 -10672.1)",8,Scholomance,
Silverleaf,"POINT(-13447.1 -6257.22)",3,Mulgore,
Silver Vein,"POINT(2835 -2041)",3,Arathi Highlands Boulderfist Hall,
Bruiseweed,"POINT(254 -302)",3,Hillsbrad Foothills Hillsbrad Fields,
G_Pumpkin_03,"POINT(-11117.2 -1340.08)",5,Ashenvale Splintertree Post,
Kharanos,"POINT(528.192 -5357.91)",5,Dun Morogh,
Silver Vein,"POINT(1936 -1790)",3,Arathi Highlands,
Bruiseweed,"POINT(2907 -1101)",3,Arathi Highlands Dabyrie's Farmstead,
Wooden Chair,"POINT(530.916 -5594.41)",7,Dun Morogh Kharanos,
Hanging Streamers x3,"POINT(-488.611 -14470.8)",5,Stranglethorn Vale Booty Bay,
G_Ghost_01,"POINT(822.946 -3828.41)",5,Wetlands Menethil Harbor,
Anvilmar,"POINT(528.19 -5357.88)",5,Dun Morogh,
G_Pumpkin_03,"POINT(972.529 -4963.5)",5,Dun Morogh,
Recombobulator,"POINT(457.479 -5495.18)",10,Dun Morogh Kharanos,
Bat02,"POINT(534.575 -827.941)",5,Hillsbrad Foothills Southshore,
Peacebloom,"POINT(-13089 -5058)",3,Mulgore The Golden Plains,
Wooden Chair,"POINT(463.225 -5495.43)",7,Dun Morogh Kharanos,
G_Pumpkin_03,"POINT(2140.7 -9233.94)",5,Redridge Mountains Lakeshire,
Tin Vein,"POINT(-1601.41 -11322)",3,Westfall The Dagger Hills,
Earthroot,"POINT(-9875.77 -5257.82)",3,The Barrens The Merchant Coast,
Earthroot,"POINT(-13787.9 1733.78)",3,Darkshore Twilight Vale,
Frozen Rune,"POINT(18807 -10030.4)",3,Naxxramas,
Shallow Grave,"POINT(13330.9 1716.58)",3,Zul'Farrak,
Wooden Chair,"POINT(543.444 -5607)",7,Dun Morogh Kharanos,
Guarded Thunder Ale Barrel,"POINT(547.934 -5607.24)",2,Dun Morogh Kharanos,
G_Pumpkin_03,"POINT(-14174.6 2754.79)",5,Darkshore Auberdine,
Silver Vein,"POINT(412 799.356)",3,Alterac Mountains Ruins of Alterac,
Earthroot,"POINT(-10045.9 -4925.1)",3,The Barrens,
Copper Vein,"POINT(3235 -3124)",3,Wetlands Raptor Ridge,
Dwarven Fire,"POINT(543.179 -5589.38)",8,Dun Morogh Kharanos,
Firecrackers,"POINT(-15893 6213)",10,Darnassus Tradesmen's Terrace,
Silver Vein,"POINT(2459.3 -3880.72)",3,Wetlands,
Tin Vein,"POINT(833.163 2781.51)",3,Tirisfal Glades Whispering Gardens,
Earthroot,"POINT(-12309.3 -3644.55)",3,The Barrens Honor's Stand,
Wooden Chair,"POINT(534.303 -5585.28)",7,Dun Morogh Kharanos,
Earthroot,"POINT(-12579.6 3726.52)",3,Darkshore Ruins of Mathystra,
Mithril Deposit,"POINT(2464 -7417)",3,Badlands Camp Cagg,
Bat01,"POINT(530.28 -825.215)",5,Hillsbrad Foothills Southshore,
Silverleaf,"POINT(-12888.4 -5831.19)",3,Mulgore Stonebull Lake,
HangingSkullLight01,"POINT(816.288 -3823.89)",5,Wetlands Menethil Harbor,
Earthroot,"POINT(-9796.92 -4995.17)",3,The Barrens The Merchant Coast,
G_HangingSkeleton_01,"POINT(555.255 -844.234)",5,Hillsbrad Foothills Southshore,
Silverleaf,"POINT(-1571.01 1210.77)",3,Silverpine Forest,
Bat01,"POINT(-11227.6 -9121.9)",5,Thousand Needles Freewind Post,
Iron Deposit,"POINT(-15249.9 -5963)",3,Desolace Valley of Bones,
Silverleaf,"POINT(3501 -5143)",3,Loch Modan,
Truesilver Deposit,"POINT(157 492.221)",3,Alterac Mountains Ruins of Alterac,
Hardpacked Snowdrift,"POINT(13360.1 -11012)",3,Alterac Valley,
Earthroot,"POINT(-10131 -3303.56)",3,The Barrens,
Mageroyal,"POINT(-1733.65 -10128)",3,Westfall,
Wooden Chair,"POINT(541.951 -5588.51)",7,Dun Morogh Kharanos,
Wooden Chair,"POINT(539.434 -5588.39)",7,Dun Morogh Kharanos,
Bruiseweed,"POINT(-13257 -3720)",3,Stonetalon Mountains Camp Aparaje,
Gold Vein,"POINT(1913 -497)",3,Arathi Highlands Thoradin's Wall,
Silverleaf,"POINT(3428 -5116)",3,Loch Modan,
Moontouched Feather,"POINT(-9266.79 4222.28)",3,Winterspring,
Mageroyal,"POINT(-9868.44 -2446.72)",3,The Barrens,
Truesilver Deposit,"POINT(606.522 669.802)",3,Alterac Mountains Crushridge Hold,
Resonite Crystal,"POINT(-14047.4 -3803.83)",3,,
Fire,"POINT(13266.3 -1890.06)",8,Razorfen Downs,
Tin Vein,"POINT(2420.19 -3829.84)",3,Wetlands,
Silverleaf,"POINT(3502 -5116)",3,Loch Modan,
HangingSkullLight01,"POINT(-9834.6 -10855.2)",5,Tanaris Gadgetzan,
Chair,"POINT(15673.7 -12399.3)",7,Blackrock Depths,
Briarthorn,"POINT(-12114 -3356.32)",3,The Barrens The Dry Hills,
Giant Clam,"POINT(-14270.1 2152.25)",3,Darkshore Twilight Shore,
Hanging Streamer x3 - MFF,"POINT(-11289.9 4277.18)",5,Moonglade Nighthaven,
Rocket Car Rubble,"POINT(-9383.71 -9735.15)",3,Thousand Needles The Shimmering Flats,
Standing Interior Small - MFF,"POINT(-489.786 -14467.7)",5,Stranglethorn Vale Booty Bay,
Bruiseweed,"POINT(296 -1013)",3,Hillsbrad Foothills Western Strand,
Gold Vein,"POINT(3468 -1412)",3,Arathi Highlands,
Silverleaf,"POINT(-8981 -4609)",3,Durotar,
Lights x3,"POINT(-34.4385 -9478.65)",5,Elwynn Forest Goldshire,
Mageroyal,"POINT(-11691.9 -4548.21)",3,The Barrens Lushwater Oasis,
Iron Deposit,"POINT(730 763.297)",3,Alterac Mountains Crushridge Hold,
HangingSkullLight02,"POINT(843.351 -3824.66)",5,Wetlands Menethil Harbor,
HangingSkullLight01,"POINT(-252.767 2280.84)",5,Tirisfal Glades Brill,
Gold Vein,"POINT(3417.08 -870.664)",3,Arathi Highlands Circle of East Binding,
Earthroot,"POINT(-9764.93 -5317.84)",3,The Barrens The Merchant Coast,
Supply Crate,"POINT(16074.7 -8204.38)",3,Stratholme,
Dwarven Fire,"POINT(528.394 -5604.54)",8,Dun Morogh Kharanos,
Briarthorn,"POINT(446.173 -566.923)",3,Hillsbrad Foothills,
Gold Vein,"POINT(3085.4 -1189.47)",3,Arathi Highlands,
Earthroot,"POINT(-1623.05 2481.59)",3,Tirisfal Glades,
Silverleaf,"POINT(-12090 -3248.85)",3,The Barrens The Dry Hills,
Silverleaf,"POINT(-8978 -3934)",3,Durotar,
Apple Bob,"POINT(-16811.5 -5262.53)",3,Desolace Shadowprey Village,
Circle,"POINT(-9792.26 4007.87)",6,Winterspring Frostsaber Rock,
Briarthorn,"POINT(-12740 -1627.75)",3,Ashenvale Mystral Lake,
Silver Vein,"POINT(3191 -3645)",3,Wetlands,
Silverleaf,"POINT(2911.08 -5511.64)",3,Loch Modan Thelsamar,
G_Pumpkin_03,"POINT(-11026.8 -4072.97)",5,The Barrens The Crossroads,
Earthroot,"POINT(-1540.05 -10168)",3,Westfall The Molsen Farm,
Iron Deposit,"POINT(1436 -1651)",3,Arathi Highlands,
Silverleaf,"POINT(-936.583 1857.7)",3,Tirisfal Glades Nightmare Vale,
Silverleaf,"POINT(-1212.09 1031.76)",3,Silverpine Forest Valgan's Field,
Earthroot,"POINT(-10266.3 -3421.94)",3,The Barrens,
Undead Fire,"POINT(-9801.11 3995.17)",1,Winterspring Frostsaber Rock,
Wooden Chair,"POINT(1116.22 -10581.1)",7,Duskwood Darkshire,
Anvil,"POINT(429.406 -5577.35)",8,Dun Morogh Kharanos,
Gold Vein,"POINT(571 639.713)",3,Alterac Mountains Crushridge Hold,
Argent Dawn Buffer Crate,"POINT(954.946 -4894.36)",5,Dun Morogh,
Bat02,"POINT(2156.02 -9272.53)",5,Redridge Mountains Lake Everstill,
Silverleaf,"POINT(-13247.5 -5570.36)",3,Mulgore,
Gold Vein,"POINT(412 728.432)",3,Alterac Mountains Ruins of Alterac,
Earthroot,"POINT(-1949.05 -10308)",3,Westfall Gold Coast Quarry,
HangingSkullLight02,"POINT(840.222 -3798.85)",5,Wetlands Menethil Harbor,
Silverleaf,"POINT(-758.637 2176.54)",3,Tirisfal Glades Stillwater Pond,
Anvil,"POINT(432.11 -5583.51)",8,Dun Morogh Kharanos,
